x,y,targets
RNA1{r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,107.4,NM_012864
RNA1{r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(A)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(U)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,55.2,NM_012864
RNA1{r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,104.8,NM_012864
RNA1{r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,116.4,NM_012864
RNA1{r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,99.6,NM_012864
RNA1{r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,81.4,NM_012864
RNA1{r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.8,NM_012864
RNA1{r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,87.6,NM_012864
RNA1{r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.1,NM_012864
RNA1{r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.8,NM_012864
RNA1{r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,63.3,NM_012864
RNA1{r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,41.4,NM_012864
RNA1{r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,62.2,NM_012864
RNA1{r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,104.8,NM_012864
RNA1{r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,37.6,NM_012864
RNA1{r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,53.6,NM_012864
RNA1{r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,33.7,NM_012864
RNA1{r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,91.1,NM_012864
RNA1{r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.1,NM_012864
RNA1{r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,70.4,NM_012864
RNA1{r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,89.4,NM_012864
RNA1{r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,94.6,NM_012864
RNA1{r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,69.8,NM_012864
RNA1{r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,65.7,NM_012864
RNA1{r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.8,NM_012864
RNA1{r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,81.1,NM_012864
RNA1{r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,52.5,NM_012864
RNA1{r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,46.5,NM_012864
RNA1{r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,32.6,NM_012864
RNA1{r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,90.5,NM_012864
RNA1{r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,63.1,NM_012864
RNA1{r(A)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(U)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,41.9,NM_012864
RNA1{r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,87.4,NM_012864
RNA1{r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,75.8,NM_012864
RNA1{r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,101.7,NM_012864
RNA1{r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,108.5,NM_012864
RNA1{r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,118.4,NM_012864
RNA1{r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,72.1,NM_012864
RNA1{r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,90.2,NM_012864
RNA1{r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,68.5,NM_012864
RNA1{r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,36.1,NM_012864
RNA1{r(G)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,50.8,NM_012864
RNA1{r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,11,NM_012864
RNA1{r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(C)p.r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.r(G)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,32.6,NM_012864
RNA1{r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.r(G)p.r(C)p.r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.r(G)p.r(C)p.r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,59.1,NM_012864
RNA1{r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,100.8,NM_012864
